@relation opinion
@attribute category {positive,negative,neutral,objective}

@attribute polarity real
@data
neutral,0.525
neutral,0.2
negative,1.0
positive,0.0
positive,0.0
neutral,0.0
positive,0.39444444444444443
positive,0.35000000000000003
neutral,0.3333333333333333
positive,0.6333333333333333
positive,0.16666666666666669
objective,0.0
positive,0.10000000000000002
positive,0.5
positive,0.06666666666666667
objective,0.4
negative,-0.175
negative,0.15
positive,0.0
objective,0.0
positive,0.0
positive,0.4
neutral,0.0
negative,-0.55
positive,0.275
positive,0.0
negative,0.0
objective,0.25
positive,0.8
neutral,-0.1875
positive,0.39999999999999997
positive,0.36818181818181817
negative,0.13636363636363635
objective,0.2
negative,-0.07777777777777779
positive,0.13636363636363635
positive,0.5
negative,0.20000000000000004
positive,0.7
negative,-1.0
positive,0.0
neutral,0.0
positive,0.14999999999999997
objective,0.0
negative,-0.4166666666666667
positive,0.2
positive,0.30000000000000004
objective,0.2
positive,0.0
neutral,-0.4
negative,0.1
negative,-0.02500000000000001
neutral,0.0
positive,1.0
objective,0.0
positive,-0.033333333333333354
neutral,0.0
neutral,0.2
positive,0.0
neutral,0.0
negative,-0.0851851851851852
positive,0.2
positive,0.2857142857142857
positive,0.11666666666666667
positive,0.4952380952380952
positive,1.0
positive,0.18666666666666668
negative,0.2
positive,0.5
objective,0.0
neutral,0.0
negative,0.3
positive,0.8
positive,0.5
negative,0.0
positive,-0.3041666666666667
positive,0.5
objective,0.06818181818181818
objective,0.0
objective,-0.15555555555555559
positive,0.0
positive,0.8
negative,0.0
positive,0.07222222222222223
positive,0.17857142857142858
neutral,0.0
negative,0.0
neutral,0.0
negative,-0.15555555555555559
neutral,0.0
positive,0.9099999999999999
negative,-0.16666666666666666
positive,0.0
positive,-0.5
negative,0.0
neutral,0.2166666666666666
neutral,0.1
neutral,0.0
positive,-0.2
positive,0.5
positive,0.7
positive,0.5
positive,0.525
positive,0.0
neutral,0.05
positive,-0.025000000000000022
positive,0.4
negative,0.125
objective,0.0
positive,0.2
positive,0.6
positive,0.0
negative,-0.016666666666666666
negative,0.13333333333333333
objective,0.2
objective,0.4
objective,0.23333333333333336
positive,0.8
neutral,0.125
negative,-0.25
negative,0.0
neutral,0.17083333333333334
negative,0.0
neutral,0.0
positive,-0.012500000000000011
positive,0.1
neutral,0.0
positive,0.425
neutral,0.0
objective,0.04727272727272727
objective,0.16
objective,0.0
negative,0.4
positive,0.4
objective,0.0
positive,0.445
positive,0.3666666666666667
neutral,-0.07500000000000001
neutral,0.0
positive,0.25
neutral,0.0
negative,0.5
positive,0.575
positive,0.445
positive,0.0
neutral,0.25
positive,0.06666666666666667
neutral,0.0
negative,0.0
negative,0.14999999999999997
neutral,0.26666666666666666
neutral,0.13636363636363635
neutral,0.25
objective,0.2
neutral,0.0
negative,0.1
neutral,0.06818181818181818
negative,0.0
positive,0.16666666666666666
positive,0.0
positive,0.06666666666666665
positive,0.0
objective,0.0
neutral,0.0
positive,0.65
positive,-0.17500000000000002
positive,0.125
positive,0.7
negative,-0.25
positive,0.0
positive,0.7
positive,0.14999999999999997
neutral,0.0
objective,0.7
negative,0.0
neutral,0.0
positive,0.3181818181818182
positive,-0.5
objective,0.25
objective,0.3
objective,0.4
objective,0.0
neutral,-0.0625
positive,0.18571428571428572
negative,0.25
positive,0.0
positive,0.6
positive,0.09999999999999999
negative,0.2857142857142857
objective,0.0
positive,0.4083333333333333
negative,0.18
positive,0.3333333333333333
neutral,0.0
negative,-0.3333333333333333
neutral,0.5
positive,0.6
positive,0.14814814814814814
objective,0.16666666666666669
positive,0.0
negative,0.0
neutral,0.2
negative,0.15000000000000002
positive,0.22999999999999998
neutral,0.06818181818181818
neutral,-0.3125
positive,1.0
positive,1.0
neutral,-0.07222222222222223
neutral,0.30416666666666664
positive,0.3666666666666667
positive,0.22857142857142856
negative,0.11249999999999999
positive,0.26666666666666666
positive,0.8000000000000002
negative,-0.35
objective,0.17777777777777778
positive,0.44999999999999996
objective,0.0
negative,0.15
positive,0.5875
positive,-0.6999999999999998
negative,0.5
neutral,0.8
negative,0.3
negative,-0.1
positive,0.25
positive,0.0
neutral,0.0
neutral,0.0
positive,0.13636363636363635
neutral,0.25
objective,0.0
negative,0.05
neutral,0.0
positive,0.3
neutral,0.0
positive,0.25
negative,0.05555555555555555
neutral,0.0
positive,-0.2
neutral,0.0
negative,0.2
positive,0.5
neutral,0.1
positive,-0.025
objective,0.0
negative,0.4833333333333334
negative,-0.04444444444444443
neutral,0.16666666666666666
positive,0.6
positive,0.24318181818181817
positive,0.06818181818181818
positive,0.45
positive,0.41818181818181815
negative,0.10000000000000002
positive,0.25
neutral,0.2714285714285714
objective,-0.13181818181818183
positive,0.0
positive,0.375
objective,0.125
neutral,0.55
neutral,0.2333333333333333
objective,0.0
negative,0.21212121212121213
positive,0.8
positive,0.0
positive,0.4
positive,0.0
objective,0.08461538461538462
objective,0.5
neutral,0.0
neutral,0.2333333333333333
positive,0.14285714285714288
positive,0.0
positive,0.0
positive,0.0
negative,0.2
positive,0.13636363636363635
negative,0.09999999999999998
neutral,0.0
objective,0.13636363636363635
neutral,0.0
neutral,0.0
neutral,0.0
positive,0.5
neutral,0.0
objective,0.3
neutral,0.25
positive,0.5
positive,-0.07500000000000001
neutral,0.0
neutral,0.0
objective,0.23333333333333336
positive,0.0
negative,0.0
positive,0.16818181818181818
positive,0.24285714285714285
positive,0.7
positive,0.17857142857142858
positive,0.0
neutral,0.0
objective,0.5
positive,0.13636363636363635
objective,0.25
positive,0.08
positive,-0.05
positive,0.275
neutral,-0.3
objective,0.2
negative,0.5
negative,0.0
neutral,0.0
positive,0.011111111111111112
positive,0.1
positive,0.0
positive,0.13333333333333333
positive,0.4111111111111111
positive,0.6
positive,0.0
negative,0.0
neutral,0.5
positive,-0.30000000000000004
positive,0.0
neutral,0.0
neutral,0.0
objective,0.0
negative,-0.2
negative,-0.2
positive,0.2416666666666667
positive,-0.012727272727272731
positive,0.2625
negative,-0.24444444444444446
neutral,0.8
objective,0.0
neutral,0.0
positive,0.1
positive,0.8
negative,0.05
positive,0.22000000000000003
positive,0.0
negative,0.7
positive,0.5
positive,0.25
positive,0.25
positive,0.5
positive,0.325
positive,0.0
positive,0.8
negative,0.10000000000000002
positive,0.0
negative,0.1
neutral,0.7
negative,0.2
positive,0.2
positive,0.1
negative,0.125
positive,0.3
negative,-0.13571428571428573
positive,0.0
negative,0.0
positive,0.0
objective,0.4
positive,-0.35
positive,0.4340909090909091
positive,0.0
positive,0.125
positive,0.5666666666666668
positive,0.35
neutral,0.45
objective,0.0
negative,-0.042923280423280426
neutral,1.0
positive,0.24
negative,-0.5
negative,0.7
positive,0.13055555555555554
neutral,0.0
positive,0.6
positive,0.325
negative,0.2
positive,0.65
negative,0.0
objective,0.0
positive,0.8
positive,0.5
negative,-0.5
positive,-0.04999999999999999
negative,0.19047619047619047
negative,0.024999999999999984
positive,0.0
positive,0.0
neutral,0.0
neutral,0.0
negative,0.0
negative,0.0
objective,0.13636363636363635
positive,0.65
negative,0.0
positive,0.1
negative,-1.0
neutral,0.0
negative,0.0
objective,0.0
objective,-0.0625
positive,1.0
neutral,0.45
positive,0.45
objective,0.0
positive,0.0
negative,-0.19999999999999998
positive,0.0
positive,0.1346153846153846
negative,0.0
objective,0.0
positive,0.0
neutral,0.0
objective,0.6
neutral,0.0
positive,0.0
positive,0.0
neutral,0.15
neutral,0.0
positive,0.6166666666666667
negative,0.037500000000000006
negative,0.0
positive,0.7
negative,0.10555555555555557
neutral,-0.5944444444444444
neutral,0.35
neutral,0.23333333333333336
negative,0.0
negative,0.6
objective,0.0
neutral,0.0
positive,0.0
objective,0.17222222222222222
positive,0.2738095238095238
objective,0.013986013986013976
neutral,-0.15
objective,0.0
negative,-0.2
objective,0.0740909090909091
positive,0.5333333333333333
positive,0.17857142857142858
positive,0.4787878787878788
objective,0.0
objective,0.0
positive,0.15000000000000002
positive,0.6499999999999999
neutral,-0.4
neutral,0.0
neutral,0.0
neutral,0.4
positive,0.2
negative,0.2066666666666667
positive,0.0
positive,0.13636363636363635
neutral,-0.07500000000000001
neutral,0.2
positive,0.0
positive,-0.2318181818181818
negative,-0.21666666666666667
positive,0.12000000000000002
negative,0.0
positive,0.7
negative,0.0
positive,1.0
neutral,0.0
positive,0.0
negative,-0.4
neutral,-0.07142857142857142
neutral,0.4
objective,0.0
positive,0.675
negative,-0.5
negative,-0.2
positive,0.3333333333333333
negative,-0.10714285714285715
positive,0.26666666666666666
neutral,0.65
negative,0.21111111111111114
neutral,0.0
negative,0.35
objective,0.0
positive,0.0
positive,0.3333333333333333
objective,0.13636363636363635
objective,0.0
negative,0.6
negative,-0.07142857142857142
positive,0.4000000000000001
negative,-0.59375
positive,0.5090909090909091
neutral,0.05
neutral,0.7
neutral,0.275
negative,0.24545454545454545
objective,0.0
positive,0.0
negative,0.3333333333333333
negative,-0.9
positive,0.7
objective,0.0
negative,0.0
positive,0.575
positive,0.07499999999999998
positive,0.5
positive,0.5750000000000001
objective,-0.4
positive,0.8
positive,0.8
negative,-0.4
positive,0.0
positive,0.4
objective,-0.16666666666666666
objective,0.1875
positive,-0.19999999999999998
positive,0.0
neutral,0.0
neutral,-0.21666666666666665
objective,0.0
positive,0.2
negative,0.0
positive,-0.13181818181818183
positive,0.37500000000000006
positive,0.0
neutral,0.0
objective,0.0
positive,0.4142857142857143
objective,0.0
positive,0.5
objective,0.0
positive,0.2
objective,0.10000000000000002
neutral,0.0
neutral,0.3055555555555556
objective,0.0
positive,0.13333333333333333
positive,0.35
objective,0.16666666666666666
positive,0.21212121212121213
neutral,0.0
positive,0.39999999999999997
positive,0.26666666666666666
positive,-0.08787878787878789
neutral,-0.07777777777777779
neutral,-0.08333333333333334
positive,-0.03571428571428571
positive,0.0
positive,-0.07142857142857144
positive,0.0
objective,0.0
neutral,0.0
positive,0.11527777777777777
positive,0.425
negative,0.35
positive,0.5666666666666668
positive,0.3444444444444445
positive,0.7
negative,-0.2
neutral,0.2
positive,0.6
positive,0.0
positive,0.7
neutral,0.0
negative,-0.15555555555555559
positive,0.4666666666666666
negative,-0.3125
objective,0.25
negative,0.5
positive,0.4
positive,0.19999999999999998
positive,0.3333333333333333
positive,0.5
positive,0.3
negative,-0.45
positive,0.2708333333333333
neutral,-0.4
positive,-0.4
negative,0.0
positive,0.75
neutral,0.45
objective,0.0
positive,0.5666666666666667
positive,0.175
positive,0.0
neutral,0.0
objective,0.3181818181818182
positive,0.2
positive,0.020833333333333332
positive,0.3
objective,0.0
positive,0.8
neutral,-0.2
positive,0.3
positive,-0.051851851851851864
positive,0.375
negative,-0.08333333333333333
positive,-0.3499999999999999
objective,0.6
positive,0.5
negative,0.13636363636363635
negative,0.1
positive,0.1
positive,0.0
objective,-0.4
negative,0.5
positive,1.0
negative,0.1
negative,0.0
positive,0.32499999999999996
neutral,0.2
positive,-0.4
positive,0.2
positive,0.43333333333333335
positive,0.4
negative,0.0
neutral,0.0
positive,0.3
positive,0.4375
positive,0.4666666666666666
positive,0.75
positive,0.2857142857142857
negative,0.0
positive,0.4375
positive,0.0
positive,0.275
positive,0.0
positive,0.06026936026936026
positive,-0.15
positive,0.0
positive,0.5
positive,0.2
objective,-0.05
positive,0.0
neutral,0.0
neutral,0.0
positive,0.36818181818181817
positive,0.8
neutral,-0.05
neutral,-0.14583333333333334
positive,0.25
positive,0.8000000000000002
negative,-0.39999999999999997
positive,0.16666666666666666
positive,0.19999999999999998
positive,0.0
neutral,0.0
objective,0.0
neutral,-0.2
positive,0.049999999999999996
objective,0.0
positive,0.0
objective,0.13333333333333333
positive,0.0
neutral,-0.2
positive,0.0
negative,0.2
positive,0.725
neutral,0.14069264069264067
positive,0.0
objective,-0.06666666666666671
positive,0.75
neutral,0.4681818181818182
positive,0.5
objective,-0.051851851851851864
positive,0.35
negative,-0.40952380952380957
positive,0.0
objective,0.0
positive,0.26666666666666666
objective,0.0
positive,0.5
positive,-0.16666666666666666
positive,0.0
positive,0.6
negative,0.0
negative,0.5
neutral,-0.051851851851851864
positive,0.2333333333333333
positive,0.1
neutral,0.0
positive,0.16666666666666666
objective,0.0
positive,0.35000000000000003
positive,0.35
positive,0.3333333333333333
objective,-0.15000000000000002
neutral,0.4
positive,0.1875
neutral,0.0
positive,0.0
positive,0.30000000000000004
positive,-0.07777777777777779
negative,-0.30000000000000004
negative,0.0
neutral,0.32222222222222224
positive,0.0
positive,0.3181818181818182
neutral,0.3333333333333333
positive,-0.2
objective,0.13636363636363635
positive,0.35
objective,0.0
positive,0.8
neutral,-0.2
neutral,0.125
positive,0.3333333333333333
neutral,-0.10625000000000001
positive,0.125
neutral,-0.3
negative,0.0
positive,0.575
positive,0.0
positive,0.32
neutral,0.1
neutral,0.0
positive,0.5
neutral,0.0
negative,0.0
positive,0.0
positive,0.29166666666666663
positive,0.6000000000000001
objective,-0.06666666666666667
positive,0.33611111111111114
positive,0.04999999999999998
objective,0.0
objective,0.0
negative,0.0
objective,-0.2
positive,0.7
positive,1.0
positive,0.9
positive,0.2
neutral,0.0
positive,0.16666666666666666
objective,0.13636363636363635
positive,-0.16666666666666666
negative,-0.6999999999999998
negative,-0.14999999999999997
negative,-0.3499999999999999
neutral,0.1
positive,-0.125
positive,0.1611111111111111
neutral,-0.4
neutral,0.2866666666666667
neutral,0.0
neutral,0.8
objective,-0.4
positive,0.7
positive,0.5
objective,0.0
objective,0.2
positive,0.0
negative,-0.06666666666666665
objective,0.0
positive,0.0
neutral,-0.4
negative,0.325
positive,0.0
objective,0.0
neutral,0.25
positive,0.2
positive,0.0
negative,-0.2833333333333333
positive,0.2
positive,-0.14629629629629634
neutral,0.0
positive,0.0
positive,-0.030555555555555558
positive,0.0
positive,-0.16666666666666666
positive,0.8
neutral,0.5
positive,0.375
positive,0.1
neutral,-0.05681818181818182
neutral,0.0
positive,0.0
negative,0.0
neutral,0.2
neutral,0.2
positive,0.55
positive,0.5
neutral,0.0
negative,-0.25
positive,0.33
neutral,0.10625000000000001
positive,0.0
objective,0.2
positive,0.37222222222222223
positive,0.2708333333333333
positive,1.0
positive,0.1
neutral,0.0
positive,0.2672727272727273
positive,0.04999999999999999
positive,0.11249999999999999
neutral,0.0
positive,0.15000000000000002
negative,0.2619047619047619
positive,-0.2318181818181818
positive,0.0
neutral,0.5
objective,0.325
positive,0.14285714285714285
positive,0.0
negative,0.0
positive,0.375
neutral,0.0
objective,0.0
positive,0.0
positive,0.0
negative,0.0
positive,0.13666666666666666
positive,0.0
negative,0.1
negative,0.0
positive,0.5
neutral,-0.4
objective,0.0
neutral,-0.5
positive,0.0
objective,-0.5
neutral,0.12916666666666665
objective,0.2
positive,0.39999999999999997
objective,0.0
positive,0.5
positive,0.19999999999999998
positive,0.5
positive,0.0
negative,0.25
negative,0.0
positive,0.125
positive,0.25
positive,0.175
neutral,0.0
negative,0.85
objective,0.1
positive,0.25
positive,0.0
positive,0.0
negative,-0.4
objective,-0.1
positive,0.45
positive,0.0
negative,-0.12291666666666667
negative,-0.25
negative,0.0
negative,0.13888888888888892
positive,0.08
objective,-0.13181818181818183
negative,0.0
negative,0.0
objective,0.0
positive,0.475
negative,-0.2
negative,0.0
positive,0.125
positive,0.39999999999999997
negative,-0.31999999999999995
objective,-0.5
positive,0.3
positive,0.3
positive,0.3
positive,-0.26666666666666666
neutral,0.0
objective,0.06818181818181818
objective,0.0
positive,0.8
positive,0.0
positive,0.3
objective,0.06666666666666667
positive,0.0
positive,0.0
negative,-0.4625
positive,0.15
neutral,0.0
positive,0.0
positive,0.3
negative,-0.4
neutral,0.9
positive,0.15000000000000002
positive,0.2375
objective,-0.5
objective,0.4
neutral,0.05
positive,0.0
neutral,0.08
negative,0.10000000000000002
positive,-0.125
positive,-0.09999999999999996
positive,0.8
objective,0.3
positive,1.0
positive,0.525
objective,0.0
positive,0.175
negative,0.1
positive,0.13636363636363635
positive,0.3
objective,0.47857142857142854
positive,0.26666666666666666
negative,-0.25
positive,0.35
objective,0.0
neutral,0.04999999999999999
objective,0.65
positive,0.3333333333333333
neutral,0.0
neutral,0.125
positive,0.16666666666666666
objective,0.0
negative,-0.21666666666666667
neutral,0.05
neutral,0.3
positive,0.02500000000000001
neutral,0.13333333333333333
positive,0.35
positive,0.5
positive,0.0
neutral,0.0
positive,0.5
positive,0.0
objective,-0.2625
neutral,-0.10714285714285715
neutral,0.1714285714285714
positive,0.195
negative,2.2204460492503132e-17
neutral,0.0
objective,-0.15555555555555559
positive,0.4166666666666667
positive,0.15714285714285714
positive,0.5
negative,0.0
positive,-0.05
positive,0.8
positive,0.09999999999999998
positive,0.0
neutral,0.0
objective,0.0
neutral,0.0
neutral,0.0
negative,0.5
positive,0.5
positive,0.8666666666666667
negative,0.0
neutral,-0.4
negative,0.0
positive,0.3
objective,0.012121212121212116
objective,-0.2
positive,0.4375
neutral,0.0
positive,0.42777777777777776
positive,0.8
positive,0.0
positive,0.0
positive,0.7
positive,0.13636363636363635
neutral,0.0
positive,-0.16590909090909092
positive,0.39999999999999997
positive,0.20833333333333334
positive,0.35
objective,0.08333333333333334
negative,0.0
positive,0.275
neutral,0.1
positive,0.7
positive,0.3
neutral,-0.6
positive,0.6000000000000001
neutral,0.0
positive,0.25
neutral,0.0
positive,-0.125
positive,0.332
objective,0.06818181818181818
negative,0.10000000000000002
positive,0.6333333333333333
negative,0.0
neutral,0.0
positive,-0.016666666666666666
negative,0.2
positive,0.43333333333333335
positive,-0.125
objective,-0.05
neutral,0.0
negative,0.0
neutral,0.0
positive,0.475
neutral,1.0
positive,0.5875
negative,0.2722222222222222
positive,0.5
positive,0.7
objective,0.0
positive,0.0
positive,0.0722222222222222
neutral,0.0
objective,0.4
positive,1.0
positive,0.0
objective,0.0
positive,-0.1
objective,0.0
positive,0.5
positive,0.0
positive,-0.10653409090909091
positive,0.0
objective,0.0
negative,0.3666666666666667
positive,0.2
positive,0.21818181818181817
positive,0.0
positive,-0.25
positive,-0.025000000000000022
positive,0.05
positive,-0.05681818181818182
positive,-0.06666666666666667
positive,0.05555555555555555
objective,0.0
neutral,0.0
positive,0.0
objective,0.0
positive,0.8
positive,0.31785714285714284
positive,0.85
positive,0.6083333333333334
positive,-0.65
negative,0.06666666666666665
negative,-0.05000000000000001
objective,0.5
positive,0.7
positive,0.7
positive,0.7
positive,0.6
negative,-0.13333333333333333
neutral,0.0
positive,0.1
neutral,0.0
neutral,0.0
positive,0.0
neutral,0.0
neutral,0.25
negative,-0.4
positive,0.4681818181818182
objective,0.0
positive,0.4833333333333334
objective,-0.15555555555555559
negative,0.0
neutral,0.0
positive,0.0
positive,0.0
positive,0.375
negative,-0.4
positive,0.21212121212121213
positive,0.21428571428571427
positive,0.0
neutral,0.5
positive,-0.39999999999999997
positive,0.5
negative,-0.2
positive,0.375
objective,0.2722222222222222
neutral,0.1
positive,0.0
neutral,0.0
neutral,0.0
positive,0.0
neutral,0.1
positive,0.0
neutral,-0.325
positive,0.65
neutral,0.5
positive,-0.2
negative,0.125
negative,-0.3055555555555555
neutral,-0.05
positive,0.0
neutral,0.0
positive,0.024999999999999984
negative,0.05
objective,0.2
objective,0.0
positive,0.4666666666666666
objective,0.0
neutral,0.06547619047619048
neutral,0.0
objective,0.2
objective,0.0
positive,0.4
positive,0.5
positive,0.13333333333333333
objective,0.13636363636363635
negative,-0.4777777777777778
positive,0.4
positive,0.1
positive,0.5
neutral,0.0
negative,0.0
negative,0.0
positive,0.0
negative,0.2
positive,0.0
positive,0.5
neutral,-0.3
objective,-0.3
positive,0.3666666666666667
positive,0.25
positive,0.4666666666666666
neutral,0.0
positive,0.39999999999999997
negative,-0.5
positive,0.3
positive,0.0
neutral,-0.2
positive,-0.4
neutral,0.1
objective,0.0
neutral,0.0
objective,0.1
objective,-0.0125
neutral,0.0
positive,0.4375
positive,0.16666666666666666
positive,0.18888888888888888
positive,-0.1875
positive,-0.025000000000000022
objective,0.0
negative,-0.15555555555555559
positive,-0.4
positive,0.0
neutral,0.0
neutral,0.3
positive,0.0
negative,-0.25
objective,0.0
negative,0.0
negative,0.13333333333333333
positive,0.06818181818181818
positive,0.5
positive,0.25
positive,0.26666666666666666
positive,0.8
positive,0.0625
positive,0.0
negative,0.39999999999999997
neutral,0.05
neutral,0.0
neutral,0.0
positive,0.0
negative,-0.4
negative,0.0
objective,0.12222222222222223
positive,0.375
neutral,-0.14583333333333331
neutral,-0.35
positive,0.1
positive,0.14285714285714285
positive,0.0
objective,0.08333333333333333
positive,0.35
objective,0.5
positive,0.1
positive,0.1
positive,-0.07500000000000001
positive,0.0
objective,0.65
positive,0.0
positive,0.1875
positive,0.425
positive,0.25
positive,0.13636363636363635
negative,-0.3499999999999999
positive,0.2
positive,-0.38749999999999996
negative,0.0
positive,0.0
positive,0.0
negative,-0.16666666666666666
positive,0.9
positive,0.13333333333333333
positive,0.0
positive,0.21666666666666665
negative,-0.4
positive,0.35200000000000004
positive,0.0
negative,0.0
positive,0.8666666666666667
negative,-0.5
positive,0.0
positive,0.5666666666666667
positive,0.4681818181818182
negative,-0.2666666666666666
positive,0.0
negative,0.0
negative,0.0625
negative,0.7
negative,0.0
positive,0.2
positive,0.005555555555555554
objective,0.13636363636363635
positive,0.0
positive,0.18666666666666668
negative,0.2
objective,0.5
negative,0.0
positive,0.025000000000000036
negative,0.002083333333333326
neutral,0.0
negative,0.0
positive,0.5
positive,0.16666666666666666
positive,0.0
negative,-0.5
negative,-0.3333333333333333
positive,0.3
positive,0.44999999999999996
neutral,0.16818181818181818
positive,0.0
neutral,0.21666666666666667
positive,0.5
negative,0.0
positive,0.0
neutral,0.16818181818181818
negative,0.0
negative,0.39285714285714285
positive,0.45
neutral,0.2
neutral,-0.2
negative,0.5
objective,0.0
objective,0.0
neutral,0.1
positive,0.6000000000000001
positive,0.0
objective,0.0
positive,0.25
neutral,0.0
positive,0.2625
negative,0.4166666666666667
positive,0.4
positive,0.0
positive,0.11666666666666667
negative,-0.25999999999999995
negative,0.14
negative,0.024999999999999994
objective,-0.05555555555555555
negative,0.0
positive,0.0
negative,-0.6499999999999999
negative,0.0
positive,0.0
positive,0.35
positive,0.4
negative,0.33749999999999997
positive,0.30000000000000004
negative,0.10833333333333334
neutral,0.0
positive,0.0
neutral,0.25
positive,-0.4
neutral,0.25
positive,0.3
positive,0.26
positive,0.5
positive,0.375
positive,0.2
objective,0.0
neutral,0.0
negative,0.0
positive,0.6
negative,0.0
positive,-0.1
neutral,0.15
positive,0.0
positive,-0.16666666666666666
neutral,-0.35
positive,0.8
positive,0.5
neutral,0.25
positive,0.7
neutral,0.0
negative,0.037500000000000006
negative,0.125
neutral,0.0
positive,0.5833333333333334
neutral,0.4000000000000001
neutral,0.0
positive,-0.1875
neutral,0.0
positive,0.5
positive,0.3666666666666667
neutral,0.0
positive,-0.05
objective,0.0
negative,-0.05555555555555555
objective,0.13636363636363635
positive,0.0
positive,0.0
negative,0.43333333333333335
negative,0.3
positive,0.75
objective,0.0
positive,0.0
positive,0.0
objective,0.0
neutral,-0.625
positive,0.0
negative,0.0
neutral,-0.125
neutral,0.0
objective,0.0
positive,0.11111111111111112
neutral,0.425
negative,-0.14027777777777778
positive,0.3666666666666667
positive,0.0
positive,-0.2777777777777778
neutral,0.2857142857142857
positive,0.3125
negative,0.0
neutral,0.45
positive,0.5
negative,0.0
positive,0.0
neutral,0.1
negative,0.0
positive,0.7333333333333334
positive,0.65
negative,-0.29444444444444445
objective,0.05555555555555555
neutral,-0.3
neutral,0.0
positive,0.3333333333333333
positive,0.65
objective,-0.5
positive,0.0
neutral,-0.2
positive,0.175
positive,0.13636363636363635
positive,0.0
negative,0.0
neutral,0.30000000000000004
positive,0.4
positive,0.4
negative,-0.3666666666666667
positive,0.8
negative,-0.4
positive,0.75
negative,0.0
positive,0.8
neutral,0.0
objective,-0.4
neutral,0.0
objective,0.0
positive,-0.16666666666666666
positive,0.0
objective,0.0
positive,0.65
negative,-0.05555555555555555
objective,-0.2
neutral,0.2
positive,0.8
positive,0.2
positive,0.2
positive,0.8
positive,0.44999999999999996
objective,0.06818181818181818
negative,0.0
neutral,0.5
positive,0.0
negative,-1.0
negative,0.0
objective,0.0
positive,0.2
negative,-0.11666666666666663
positive,0.0
neutral,-0.03571428571428571
negative,-0.05
positive,-0.15000000000000002
positive,0.15
objective,0.0
objective,-0.3333333333333333
neutral,0.0
positive,0.30625
positive,0.0
positive,0.5
objective,0.4
neutral,0.4
positive,0.10892857142857143
positive,0.8
negative,0.0
positive,-0.1
negative,-0.1
positive,0.8
positive,-0.625
neutral,0.0
neutral,0.2
neutral,0.24545454545454545
positive,0.14784090909090908
positive,0.4
objective,0.018181818181818174
positive,0.0
positive,-0.45
positive,0.28666666666666674
negative,0.30735930735930733
positive,0.25
negative,-0.20000000000000007
positive,0.15000000000000002
objective,-0.05833333333333335
neutral,0.25
positive,0.2
objective,0.0
positive,0.0
positive,0.7
objective,-0.24166666666666667
positive,0.35
positive,0.0
positive,0.375
negative,0.3642045454545455
neutral,0.0
positive,0.7
positive,0.0
negative,0.8
objective,0.0
neutral,0.1
negative,0.0
objective,0.4
negative,0.10000000000000002
positive,0.0
positive,0.0
positive,0.15
positive,0.2815656565656565
positive,0.4
negative,-0.5
neutral,0.3
neutral,0.0
positive,0.7666666666666666
objective,0.0
negative,-0.5
positive,0.0
negative,-0.2
positive,0.5
negative,0.0
objective,0.13636363636363635
positive,0.5583333333333335
neutral,0.8
positive,0.6
positive,0.5875
positive,0.0
neutral,0.0
neutral,0.0
neutral,0.0
positive,0.0
negative,0.25
positive,0.027840909090909083
objective,0.2857142857142857
neutral,0.0
positive,0.65
negative,0.5
neutral,0.13636363636363635
neutral,0.0
neutral,0.0
negative,0.4
neutral,0.0
positive,0.35
negative,0.0
positive,0.3
positive,0.0
negative,0.5
positive,-0.15555555555555559
positive,-0.05
objective,-0.16111111111111112
objective,0.3
negative,0.08333333333333333
positive,0.26666666666666666
positive,0.05
objective,0.0
neutral,0.0
negative,-0.2
negative,-0.2
positive,0.5666666666666668
neutral,-0.26666666666666666
objective,0.13636363636363635
positive,0.3
positive,0.0
positive,0.3
positive,0.0
positive,0.6
positive,0.14545454545454545
neutral,-0.09375
positive,0.375
positive,0.4
positive,0.16666666666666666
negative,0.2
neutral,-0.3
objective,0.25
positive,1.0
positive,-0.012500000000000011
positive,0.0
positive,0.35
objective,-0.13333333333333333
positive,0.0
positive,0.0
neutral,0.0
positive,0.47500000000000003
positive,0.35
positive,0.5
negative,0.25
positive,0.24375
negative,0.0
positive,0.5
positive,0.2
positive,0.17499999999999996
positive,0.5
positive,0.3666666666666667
positive,0.19999999999999998
objective,-0.16666666666666666
negative,0.1
positive,0.0
neutral,0.016666666666666677
neutral,0.0
neutral,0.0
objective,-0.15555555555555559
positive,0.48333333333333334
positive,0.8
neutral,-0.13333333333333333
negative,-0.35
positive,1.0
negative,-0.13333333333333333
positive,0.0
positive,-0.15
positive,0.35
positive,0.3333333333333333
negative,-0.125
negative,0.0
neutral,0.05
negative,0.0
neutral,0.2857142857142857
negative,0.0
objective,1.0
neutral,0.05
positive,0.0
positive,-0.2
negative,0.0
positive,0.6
objective,0.12159090909090908
negative,-0.4
positive,-0.016666666666666677
positive,0.0
positive,0.0
negative,0.0
positive,0.9
objective,0.13636363636363635
positive,0.15000000000000002
negative,0.0
neutral,-0.08928571428571429
positive,0.0
negative,-0.4
negative,0.016666666666666646
negative,-0.12500000000000003
positive,0.04999999999999999
positive,0.5
positive,0.1375
objective,0.4
objective,0.0
positive,0.1
positive,0.0
objective,-0.13181818181818183
objective,0.0
positive,0.4
positive,0.0
positive,0.1
objective,0.0
positive,0.0
negative,0.0
positive,0.1
neutral,-0.15555555555555559
positive,0.0
negative,0.23333333333333336
