@relation opinion
@attribute category {positive,negative,neutral,objective}
@attribute pnumber numeric
@attribute nnumber numeric
@attribute weight real
@attribute polarity real
@attribute question_mark {yes, no}
@data
positive,0,0,0.8095876970982341,0.35,no
objective,2,2,0.0,0.0,yes
positive,0,0,0.0,0.8,no
neutral,0,0,0.680720628079802,-0.2,no
neutral,2,2,0.0,0.125,no
positive,2,2,9.02853411569643,0.3333333333333333,yes
neutral,0,0,0.817314405397519,-0.10625000000000001,no
positive,2,2,1.229871658703243,0.125,no
neutral,1,1,0.0,-0.3,no
negative,1,1,0.0,0.0,no
positive,3,3,1.84830847188302,0.575,no
positive,0,0,0.0,0.0,no
positive,0,0,2.823388054996407,0.32,no
neutral,0,0,0.985429359123998,0.1,no
neutral,0,0,1.10479786345963,0.0,no
positive,2,2,0.0544789358725679,0.5,yes
neutral,0,0,0.0,0.0,yes
negative,0,0,0.0,0.0,yes
positive,0,0,0.0,0.0,yes
positive,1,1,1.44179916160401,0.29166666666666663,no
positive,1,1,1.5011878901746,0.6000000000000001,yes
objective,1,1,0.0,-0.06666666666666667,no
positive,4,4,1.44318462459112,0.33611111111111114,no
positive,1,1,-0.6421431625545404,0.04999999999999998,no
objective,0,0,1.283310747376722,0.0,no
objective,1,1,0.683232691369094,0.0,no
negative,1,1,0.0,0.0,no
objective,1,1,1.62535028801904,-0.2,no
positive,2,2,3.47573912884161,0.7,no
positive,0,0,0.0,1.0,no
positive,0,0,1.67840449351246,0.9,yes
positive,0,0,0.0,0.2,yes
neutral,0,0,0.0,0.0,no
positive,0,0,2.43007693708658,0.16666666666666666,no
objective,0,0,1.09262600177811,0.13636363636363635,no
positive,0,0,1.29896406337605,-0.16666666666666666,no
negative,1,1,-3.51171860862072,-0.6999999999999998,no
negative,3,3,-1.01493152025392,-0.14999999999999997,no
negative,0,0,-3.51171860862072,-0.3499999999999999,no
neutral,0,0,0.0,0.1,no
positive,4,4,-0.592887503027689,-0.125,no
positive,1,1,4.31945054609231,0.1611111111111111,no
neutral,1,1,0.927524894935943,-0.4,no
neutral,1,1,0.0,0.2866666666666667,no
neutral,1,1,0.0,0.0,no
neutral,0,0,0.0,0.8,no
objective,1,1,0.927524894935943,-0.4,no
positive,1,1,3.47573912884161,0.7,no
positive,1,1,1.44318462459112,0.5,no
objective,1,1,0.0,0.0,no
objective,1,1,0.281785813434765,0.2,no
positive,1,1,0.680720628079802,0.0,no
negative,1,1,1.08414170076525,-0.06666666666666665,no
objective,0,0,0.0,0.0,no
positive,0,0,0.0,0.0,no
neutral,1,1,0.927524894935943,-0.4,no
negative,0,0,0.0,0.325,no
positive,0,0,0.0,0.0,no
objective,0,0,0.974863179065072,0.0,no
neutral,2,2,0.0,0.25,no
positive,0,0,0.0,0.2,no
positive,1,1,0.0,0.0,no
negative,2,2,2.8969594334255078,-0.2833333333333333,no
positive,0,0,0.0,0.2,no
positive,2,2,3.109939600487698,-0.14629629629629634,no
neutral,0,0,0.0,0.0,no
positive,2,2,0.963037293653905,0.0,yes
positive,2,2,2.5822815447997343,-0.030555555555555558,no
positive,1,1,0.0,0.0,no
positive,0,0,-0.0871444165218816,-0.16666666666666666,no
positive,2,2,1.08258407596962,0.8,no
neutral,2,2,1.93262312632601,0.5,no
positive,1,1,0.0,0.375,no
positive,3,3,0.0,0.1,no
neutral,2,2,1.775858693147204,-0.05681818181818182,no
neutral,0,0,0.0,0.0,no
positive,0,0,0.0,0.0,no
negative,0,0,0.128867069018432,0.0,yes
neutral,1,1,0.546414706765328,0.2,no
neutral,0,0,0.703603506914847,0.2,no
positive,1,1,6.4316479538793505,0.55,no
positive,1,1,1.11106268692218,0.5,no
neutral,1,1,0.0,0.0,no
negative,1,1,-0.447984596426972,-0.25,no
positive,1,1,0.992720122186223,0.33,no
neutral,1,1,2.80791328849896,0.10625000000000001,no
positive,0,0,0.0,0.0,no
objective,1,1,0.515153668273904,0.2,no
positive,1,1,-0.33836424531674,0.37222222222222223,no
positive,1,1,2.295960411016892,0.2708333333333333,no
positive,2,2,1.23567825728086,1.0,no
positive,1,1,0.680720628079802,0.1,yes
neutral,0,0,0.680720628079802,0.0,no
positive,2,2,5.119689727568868,0.2672727272727273,no
positive,2,2,0.927524894935943,0.04999999999999999,no
positive,3,3,1.1805527058488168,0.11249999999999999,no
neutral,1,1,3.0303842453323,0.0,no
positive,2,2,2.875395944666017,0.15000000000000002,no
negative,3,3,1.478675034837577,0.2619047619047619,no
positive,1,1,1.09262600177811,-0.2318181818181818,no
positive,0,0,0.589370903952815,0.0,no
neutral,1,1,1.21503846854329,0.5,no
objective,0,0,0.728546610120507,0.325,no
positive,3,3,-0.251932748037953,0.14285714285714285,yes
positive,2,2,0.974863179065072,0.0,no
negative,0,0,0.0,0.0,no
positive,2,2,1.07129910975397,0.375,no
neutral,1,1,0.0,0.0,no
objective,1,1,-0.291639887855229,0.0,no
positive,1,1,0.0,0.0,no
positive,0,0,0.0,0.0,no
negative,0,0,0.128867069018432,0.0,no
positive,1,1,2.3231590808621103,0.13666666666666666,no
positive,0,0,0.0,0.0,no
negative,0,0,1.18185245861361,0.1,no
negative,1,1,0.539273336475273,0.0,yes
positive,1,1,0.0,0.5,no
neutral,1,1,0.927524894935943,-0.4,yes
objective,0,0,0.0,0.0,no
neutral,1,1,-0.604292567809281,-0.5,no
positive,2,2,0.0,0.0,no
objective,1,1,-0.839730734701514,-0.5,no
neutral,0,0,0.0,0.12916666666666665,no
objective,1,1,0.281785813434765,0.2,no
positive,3,3,3.47573912884161,0.39999999999999997,no
objective,0,0,0.0,0.0,no
positive,0,0,0.0,0.5,no
positive,2,2,6.2011067423187605,0.19999999999999998,no
positive,2,2,0.0,0.5,no
positive,2,2,0.0,0.0,yes
negative,1,1,0.0,0.25,no
negative,0,0,0.0,0.0,no
positive,2,2,0.8574136791389391,0.125,no
positive,1,1,-3.25050855522511,0.25,no
positive,3,3,0.0,0.175,no
neutral,0,0,0.0,0.0,yes
negative,1,1,2.06684271413265,0.85,no
objective,2,2,1.5320440505735942,0.1,no
positive,1,1,0.0,0.25,no
positive,2,2,0.0,0.0,no
positive,0,0,0.0,0.0,no
negative,2,2,-0.0274334018580605,-0.4,no
objective,0,0,2.3731670387127,-0.1,no
positive,0,0,3.4993558302118597,0.45,yes
positive,0,0,0.0,0.0,no
negative,0,0,1.455065797716081,-0.12291666666666667,no
negative,0,0,0.60259011929692,-0.25,yes
negative,3,3,0.0,0.0,no
negative,1,1,-0.33836424531674,0.13888888888888892,no
positive,0,0,1.862616697530902,0.08,no
objective,1,1,2.020150896714053,-0.13181818181818183,no
negative,1,1,0.0,0.0,no
negative,0,0,0.0,0.0,no
objective,1,1,3.0303842453323,0.0,no
positive,2,2,3.47573912884161,0.475,no
negative,1,1,0.680720628079802,-0.2,no
negative,0,0,0.0,0.0,no
positive,3,3,1.229871658703243,0.125,no
positive,2,2,4.920938345581931,0.39999999999999997,no
negative,2,2,-0.9633868548945004,-0.31999999999999995,no
objective,0,0,-0.447984596426972,-0.5,no
positive,0,0,0.0,0.3,no
positive,0,0,0.0,0.3,no
positive,1,1,0.0,0.3,no
positive,2,2,2.88999232634005,-0.26666666666666666,no
neutral,1,1,0.680720628079802,0.0,yes
objective,0,0,1.12939836481468,0.06818181818181818,no
objective,0,0,0.0,0.0,no
positive,1,1,1.08258407596962,0.8,no
positive,1,1,0.0,0.0,no
positive,1,1,0.0,0.3,no
objective,1,1,1.06419087648782,0.06666666666666667,no
positive,1,1,0.0,0.0,no
positive,2,2,0.0,0.0,no
negative,0,0,0.0,-0.4625,no
positive,3,3,1.33922968993559,0.15,no
neutral,1,1,0.0,0.0,no
positive,0,0,0.0,0.0,no
positive,1,1,0.0,0.3,no
negative,0,0,0.680720628079802,-0.4,no
neutral,2,2,1.93320323029788,0.9,no
positive,0,0,-0.257636510103677,0.15000000000000002,yes
positive,1,1,5.16767160365716,0.2375,no
objective,0,0,-0.877322438317704,-0.5,no
objective,1,1,0.0,0.4,yes
neutral,0,0,-2.91877069131024,0.05,no
positive,1,1,0.0,0.0,no
neutral,0,0,1.6734407502660251,0.08,no
negative,1,1,0.680720628079802,0.10000000000000002,no
positive,0,0,0.0,-0.125,yes
positive,3,3,-1.85312207259373,-0.09999999999999996,no
positive,2,2,1.08258407596962,0.8,no
objective,2,2,2.99858669774734,0.3,no
positive,0,0,0.0,1.0,no
positive,1,1,0.728546610120507,0.525,no
objective,0,0,0.0,0.0,no
positive,1,1,1.21836121740248,0.175,no
negative,1,1,0.0,0.1,no
positive,1,1,0.0,0.13636363636363635,no
positive,2,2,0.927524894935943,0.3,no
objective,1,1,1.25397252029775,0.47857142857142854,no
positive,3,3,3.3935166502933387,0.26666666666666666,no
negative,1,1,-1.04371293117275,-0.25,no
positive,2,2,1.21685492614942,0.35,no
objective,0,0,0.680720628079802,0.0,no
neutral,1,1,0.927524894935943,0.04999999999999999,no
objective,1,1,0.0,0.65,yes
positive,2,2,2.159092153876643,0.3333333333333333,no
neutral,2,2,2.189218402891342,0.0,no
neutral,0,0,1.409267238200309,0.125,no
positive,1,1,1.730958122305942,0.16666666666666666,no
objective,0,0,0.0,0.0,no
negative,1,1,2.142563363479233,-0.21666666666666667,no
neutral,1,1,1.83890937804144,0.05,no
neutral,2,2,2.22488683867776,0.3,yes
positive,3,3,1.1362847962277807,0.02500000000000001,no
neutral,1,1,0.680720628079802,0.13333333333333333,no
positive,2,2,3.47573912884161,0.35,no
positive,0,0,0.0,0.5,no
positive,1,1,1.84704369558851,0.0,yes
neutral,2,2,0.0,0.0,no
positive,1,1,0.0,0.5,no
positive,0,0,0.0,0.0,no
objective,1,1,0.927524894935943,-0.2625,no
neutral,2,2,-0.251932748037953,-0.10714285714285715,no
neutral,0,0,-0.0153508474014405,0.1714285714285714,no
positive,1,1,2.0948414448759,0.195,no
negative,0,0,-5.166512949708769,2.2204460492503132e-17,no
neutral,1,1,0.683232691369094,0.0,no
objective,0,0,0.0,-0.15555555555555559,no
positive,1,1,-0.019203004271713,0.4166666666666667,no
positive,2,2,2.2395924633708377,0.15714285714285714,no
positive,0,0,0.0,0.5,no
negative,1,1,0.0,0.0,no
positive,0,0,0.680720628079802,-0.05,no
positive,1,1,1.08258407596962,0.8,no
positive,1,1,3.444386886612287,0.09999999999999998,no
positive,1,1,1.4601132883892,0.0,no
neutral,0,0,0.0,0.0,yes
objective,1,1,0.680720628079802,0.0,no
neutral,1,1,0.0,0.0,no
neutral,2,2,0.0,0.0,no
negative,2,2,0.0,0.5,no
positive,1,1,1.44318462459112,0.5,no
positive,4,4,0.0,0.8666666666666667,no
negative,1,1,0.0,0.0,no
neutral,2,2,0.927524894935943,-0.4,no
negative,2,2,0.800445074474076,0.0,no
positive,0,0,0.0,0.3,yes
objective,0,0,3.380845216108595,0.012121212121212116,no
objective,2,2,1.608245523015745,-0.2,yes
positive,3,3,0.0,0.4375,no
neutral,1,1,0.0,0.0,no
positive,2,2,3.92513494190701,0.42777777777777776,no
positive,2,2,1.08258407596962,0.8,no
positive,2,2,0.0,0.0,no
positive,1,1,0.974863179065072,0.0,no
positive,1,1,3.47573912884161,0.7,no
positive,1,1,1.09262600177811,0.13636363636363635,no
neutral,0,0,0.0,0.0,no
positive,1,1,2.7098402512520403,-0.16590909090909092,yes
positive,1,1,4.255694887647611,0.39999999999999997,no
positive,2,2,-0.019203004271713,0.20833333333333334,no
positive,2,2,4.015012465316883,0.35,no
objective,1,1,-1.6193314309377265,0.08333333333333334,no
negative,1,1,0.0,0.0,yes
positive,2,2,2.5796367332633503,0.275,no
neutral,0,0,0.779955758806,0.1,no
positive,1,1,3.47573912884161,0.7,no
positive,1,1,5.16767160365716,0.3,yes
neutral,1,1,-1.3355915425371,-0.6,yes
positive,2,2,1.726985030175085,0.6000000000000001,no
neutral,0,0,0.539273336475273,0.0,no
positive,1,1,0.0,0.25,no
neutral,0,0,0.0,0.0,yes
positive,2,2,1.5061356916530588,-0.125,no
positive,3,3,0.992720122186223,0.332,no
objective,0,0,1.508997310141367,0.06818181818181818,no
negative,0,0,0.0,0.10000000000000002,no
positive,2,2,1.40073474131027,0.6333333333333333,no
negative,0,0,0.0,0.0,no
neutral,0,0,0.0,0.0,yes
positive,1,1,0.990038789216655,-0.016666666666666666,no
negative,0,0,0.0,0.2,yes
positive,3,3,0.0,0.43333333333333335,no
positive,1,1,-0.019203004271713,-0.125,no
objective,1,1,0.644020737292336,-0.05,yes
neutral,2,2,0.0,0.0,no
negative,0,0,0.680720628079802,0.0,no
neutral,0,0,0.128867069018432,0.0,no
positive,2,2,3.47573912884161,0.475,no
neutral,2,2,1.23567825728086,1.0,no
positive,2,2,1.08258407596962,0.5875,no
negative,1,1,3.47573912884161,0.2722222222222222,no
positive,1,1,0.0,0.5,no
positive,2,2,1.14593791064672,0.7,no
objective,0,0,0.680720628079802,0.0,no
positive,2,2,1.46809000911203,0.0,no
positive,1,1,0.0,0.0722222222222222,no
neutral,0,0,0.0,0.0,no
objective,1,1,0.281785813434765,0.4,no
positive,1,1,0.0,1.0,no
positive,1,1,1.13443751652303,0.0,no
objective,0,0,0.800445074474076,0.0,yes
positive,1,1,1.41167560412092,-0.1,no
objective,2,2,0.0,0.0,no
positive,1,1,0.0,0.5,no
positive,0,0,1.10479786345963,0.0,no
positive,3,3,1.672482140962614,-0.10653409090909091,no
positive,3,3,0.0,0.0,no
objective,0,0,0.0,0.0,no
negative,1,1,2.152767667390401,0.3666666666666667,no
positive,0,0,0.0,0.2,no
positive,0,0,3.1874674466540096,0.21818181818181817,no
positive,1,1,0.0,0.0,no
positive,2,2,2.398354404163333,-0.25,no
positive,2,2,2.145886112338423,-0.025000000000000022,no
positive,1,1,0.680720628079802,0.05,no
positive,1,1,2.3076644703214,-0.05681818181818182,yes
positive,3,3,1.612395001239692,-0.06666666666666667,no
positive,1,1,1.875575580588811,0.05555555555555555,no
objective,1,1,0.0,0.0,yes
neutral,0,0,0.60259011929692,0.0,no
positive,1,1,0.0,0.0,no
objective,0,0,0.0,0.0,no
positive,2,2,1.44519921674032,0.8,no
positive,1,1,0.9664284693645271,0.31785714285714284,no
positive,2,2,5.67082023080299,0.85,no
positive,2,2,3.05097937797807,0.6083333333333334,no
positive,2,2,-0.0313522422293234,-0.65,no
negative,2,2,0.0,0.06666666666666665,no
negative,1,1,2.353896898139547,-0.05000000000000001,no
objective,1,1,0.0,0.5,no
positive,3,3,3.47573912884161,0.7,no
positive,1,1,0.0191540206361393,0.7,no
positive,3,3,3.47573912884161,0.7,no
positive,5,5,3.47573912884161,0.6,no
negative,2,2,1.900972642923238,-0.13333333333333333,no
neutral,1,1,0.0,0.0,yes
positive,1,1,2.36370491722722,0.1,no
neutral,1,1,0.0,0.0,no
neutral,0,0,0.0,0.0,no
positive,0,0,0.0,0.0,no
neutral,1,1,0.0,0.0,no
neutral,3,3,0.0,0.25,no
negative,1,1,0.927524894935943,-0.4,no
positive,1,1,2.53782521851843,0.4681818181818182,no
objective,2,2,0.0,0.0,no
positive,1,1,3.17790540105483,0.4833333333333334,no
objective,0,0,0.0,-0.15555555555555559,no
negative,0,0,0.0,0.0,no
neutral,0,0,0.0,0.0,no
positive,0,0,0.0,0.0,no
positive,0,0,0.0,0.0,no
positive,2,2,0.953525853154459,0.375,no
negative,2,2,0.927524894935943,-0.4,no
positive,1,1,2.6887055797830106,0.21212121212121213,yes
positive,1,1,1.44625443982881,0.21428571428571427,no
positive,0,0,0.128867069018432,0.0,no
neutral,1,1,1.10479786345963,0.5,no
positive,1,1,1.3599564680849332,-0.39999999999999997,no
positive,0,0,1.26397635022219,0.5,no
negative,1,1,0.927524894935943,-0.2,no
positive,1,1,2.6912067719970603,0.375,no
objective,1,1,0.0191540206361393,0.2722222222222222,no
neutral,0,0,0.176961179222829,0.1,yes
positive,0,0,1.21685492614942,0.0,no
neutral,0,0,0.0,0.0,no
neutral,3,3,0.0,0.0,yes
positive,0,0,0.0,0.0,yes
neutral,0,0,0.779955758806,0.1,no
positive,3,3,1.73466415767805,0.0,no
neutral,1,1,0.0,-0.325,no
positive,3,3,3.09109329592069,0.65,no
neutral,0,0,1.26397635022219,0.5,yes
positive,0,0,0.0,-0.2,no
negative,0,0,0.728546610120507,0.125,no
negative,2,2,0.0,-0.3055555555555555,no
neutral,1,1,0.8437114172507,-0.05,no
positive,0,0,0.0,0.0,no
neutral,0,0,0.0,0.0,no
positive,3,3,0.0,0.024999999999999984,no
negative,1,1,-2.31618057201332,0.05,no
objective,1,1,0.0,0.2,yes
objective,0,0,1.50849777481154,0.0,no
positive,2,2,2.430628575864318,0.4666666666666666,no
objective,1,1,0.0,0.0,yes
neutral,0,0,2.513171030989729,0.06547619047619048,no
neutral,0,0,0.0,0.0,no
objective,2,2,1.562492766608816,0.2,no
objective,0,0,0.0,0.0,no
positive,3,3,0.0,0.4,no
positive,5,5,3.7668380044713423,0.5,no
positive,0,0,0.515153668273904,0.13333333333333333,yes
objective,1,1,0.0,0.13636363636363635,no
negative,0,0,0.0,-0.4777777777777778,no
positive,3,3,1.96458587124999,0.4,no
positive,0,0,0.680720628079802,0.1,no
positive,0,0,1.16775105648271,0.5,no
neutral,0,0,0.0,0.0,yes
negative,1,1,1.24441004191513,0.0,no
negative,0,0,0.0,0.0,yes
positive,0,0,0.0,0.0,no
negative,3,3,0.0,0.2,no
positive,2,2,0.0,0.0,no
positive,1,1,0.0,0.5,no
neutral,0,0,0.0,-0.3,no
objective,1,1,0.788699960682311,-0.3,no
positive,2,2,5.2965386726755925,0.3666666666666667,no
positive,0,0,1.230419897085488,0.25,no
positive,1,1,2.51968300948147,0.4666666666666666,no
neutral,1,1,0.0,0.0,yes
positive,3,3,0.373813441994981,0.39999999999999997,no
negative,2,2,-0.447984596426972,-0.5,no
positive,2,2,0.0,0.3,no
positive,2,2,0.800445074474076,0.0,no
neutral,0,0,1.06419087648782,-0.2,yes
positive,1,1,0.927524894935943,-0.4,no
neutral,2,2,1.538854079251587,0.1,no
objective,0,0,0.0,0.0,no
neutral,0,0,0.0,0.0,no
objective,0,0,0.575659792308677,0.1,no
objective,1,1,1.067498327282276,-0.0125,no
neutral,1,1,0.0,0.0,no
positive,4,4,2.354260594464729,0.4375,no
positive,1,1,2.122519789683812,0.16666666666666666,no
positive,3,3,5.69320231659018,0.18888888888888888,no
positive,0,0,0.617555917504432,-0.1875,no
positive,1,1,2.145886112338423,-0.025000000000000022,no
objective,0,0,0.0,0.0,yes
negative,0,0,0.0,-0.15555555555555559,no
positive,1,1,0.927524894935943,-0.4,no
positive,0,0,0.0,0.0,no
neutral,0,0,1.12939836481468,0.0,no
neutral,0,0,0.680720628079802,0.3,yes
positive,2,2,0.0,0.0,no
negative,1,1,0.105121401299261,-0.25,no
objective,0,0,0.0,0.0,no
negative,0,0,0.0,0.0,no
negative,2,2,1.114361743017044,0.13333333333333333,no
positive,0,0,1.221493070796542,0.06818181818181818,no
positive,1,1,-0.14426039064235,0.5,no
positive,3,3,0.849963331589058,0.25,no
positive,1,1,1.04366484030265,0.26666666666666666,no
positive,2,2,1.44519921674032,0.8,no
positive,3,3,0.0,0.0625,no
positive,1,1,0.0,0.0,no
negative,2,2,2.7827311101359014,0.39999999999999997,no
neutral,2,2,0.0,0.05,yes
neutral,1,1,0.457661809395105,0.0,no
neutral,0,0,0.0,0.0,yes
positive,0,0,2.67883357271932,0.0,no
negative,1,1,-4.28137167940408,-0.4,yes
negative,1,1,0.92296935853503,0.0,no
objective,1,1,2.033687576729389,0.12222222222222223,no
positive,1,1,0.0,0.375,no
neutral,0,0,-0.0871444165218816,-0.14583333333333331,yes
neutral,0,0,0.539273336475273,-0.35,no
positive,0,0,0.0,0.1,no
positive,2,2,-0.251932748037953,0.14285714285714285,no
positive,0,0,0.78217627131751,0.0,no
objective,0,0,2.3401960303265232,0.08333333333333333,no
positive,1,1,1.21685492614942,0.35,no
objective,0,0,0.0,0.5,no
positive,0,0,0.779955758806,0.1,no
positive,1,1,-2.91877069131024,0.1,no
positive,1,1,1.65607150505645,-0.07500000000000001,no
positive,0,0,0.0,0.0,no
objective,0,0,1.26397635022219,0.65,no
positive,1,1,0.0,0.0,yes
positive,2,2,0.0,0.1875,yes
positive,1,1,1.21685492614942,0.425,no
positive,0,0,1.898271159912384,0.25,no
positive,2,2,1.09262600177811,0.13636363636363635,no
negative,1,1,-3.51171860862072,-0.3499999999999999,no
positive,2,2,0.410652882453197,0.2,no
positive,1,1,-0.05133748953234796,-0.38749999999999996,yes
negative,1,1,0.0,0.0,no
positive,0,0,0.0,0.0,no
positive,0,0,0.0,0.0,no
negative,3,3,1.7741293198063088,-0.16666666666666666,no
positive,2,2,1.44519921674032,0.9,no
positive,2,2,0.281785813434765,0.13333333333333333,no
positive,0,0,0.0,0.0,no
positive,2,2,2.27357534713365,0.21666666666666665,no
negative,0,0,0.0,-0.4,no
positive,3,3,3.8867335253381827,0.35200000000000004,no
positive,0,0,0.0,0.0,no
negative,0,0,0.0,0.0,no
positive,1,1,0.0,0.8666666666666667,no
negative,0,0,-0.0313522422293234,-0.5,no
positive,1,1,1.13443751652303,0.0,yes
positive,2,2,0.0,0.5666666666666667,no
positive,2,2,3.2434145413571196,0.4681818181818182,no
negative,3,3,0.551324596949148,-0.2666666666666666,no
positive,1,1,0.432041690322221,0.0,no
negative,1,1,0.551324596949148,0.0,no
negative,1,1,0.697307569785297,0.0625,no
negative,1,1,3.47573912884161,0.7,no
negative,0,0,0.0,0.0,no
positive,1,1,0.557180871508522,0.2,yes
positive,2,2,2.533305056173693,0.005555555555555554,no
objective,1,1,1.09262600177811,0.13636363636363635,no
positive,2,2,0.0,0.0,no
positive,2,2,2.2496843174234726,0.18666666666666668,no
negative,1,1,2.5139283904745,0.2,no
objective,0,0,0.0,0.5,no
negative,1,1,0.221555730968315,0.0,no
positive,1,1,-1.711723796247202,0.025000000000000036,no
negative,2,2,2.2652759627694303,0.002083333333333326,no
neutral,1,1,2.11603955262188,0.0,no
negative,0,0,0.0,0.0,no
positive,1,1,0.0,0.5,no
positive,1,1,0.0,0.16666666666666666,no
positive,0,0,0.0,0.0,no
negative,0,0,0.432041690322221,-0.5,no
negative,1,1,-0.786554903557735,-0.3333333333333333,no
positive,5,5,2.3683115575986493,0.3,no
positive,1,1,4.7327033240788605,0.44999999999999996,no
neutral,0,0,2.3495901970153596,0.16818181818181818,no
positive,2,2,2.66867278393726,0.0,no
neutral,0,0,0.33519361400645,0.21666666666666667,no
positive,1,1,1.69291549280358,0.5,no
negative,1,1,0.0,0.0,no
positive,0,0,0.0,0.0,no
neutral,0,0,1.09262600177811,0.16818181818181818,no
negative,0,0,0.0,0.0,no
negative,2,2,0.963105720505337,0.39285714285714285,yes
positive,3,3,1.449536869917475,0.45,yes
neutral,0,0,0.0,0.2,no
neutral,1,1,1.05521412973117,-0.2,no
negative,1,1,0.703603506914847,0.5,no
objective,0,0,0.939414012762601,0.0,no
objective,0,0,0.0,0.0,yes
neutral,3,3,0.680720628079802,0.1,no
positive,2,2,1.11106268692218,0.6000000000000001,no
positive,0,0,0.0,0.0,no
objective,2,2,0.869896575344679,0.0,no
positive,1,1,0.128867069018432,0.25,no
neutral,0,0,0.0,0.0,no
positive,2,2,5.829636026981157,0.2625,no
negative,2,2,-0.33836424531674,0.4166666666666667,yes
positive,1,1,1.234520076391501,0.4,no
positive,1,1,0.0,0.0,no
positive,3,3,4.047243795033459,0.11666666666666667,no
negative,1,1,0.6925671303413972,-0.25999999999999995,yes
negative,1,1,0.8986192917088048,0.14,no
negative,0,0,-0.5508290427295599,0.024999999999999994,yes
objective,0,0,0.7827521588227975,-0.05555555555555555,no
negative,0,0,1.29896406337605,0.0,no
positive,0,0,1.10479786345963,0.0,no
negative,0,0,-0.4365175513982049,-0.6499999999999999,no
negative,2,2,0.0,0.0,yes
positive,1,1,0.0,0.0,no
positive,2,2,4.55832320481123,0.35,no
positive,1,1,0.281785813434765,0.4,yes
negative,3,3,4.093295046346042,0.33749999999999997,no
positive,2,2,1.386583676894395,0.30000000000000004,no
negative,3,3,1.750504192064335,0.10833333333333334,no
neutral,1,1,0.0,0.0,no
positive,1,1,0.0,0.0,no
neutral,0,0,2.39337471503687,0.25,no
positive,1,1,0.927524894935943,-0.4,no
neutral,2,2,1.10479786345963,0.25,no
positive,0,0,0.985429359123998,0.3,yes
positive,3,3,4.709554757361103,0.26,no
positive,2,2,0.0,0.5,no
positive,1,1,0.0,0.375,no
positive,1,1,0.0,0.2,no
objective,0,0,1.4724866946415989,0.0,no
neutral,0,0,0.0,0.0,yes
negative,1,1,1.13443751652303,0.0,no
positive,0,0,1.11427708612094,0.6,no
negative,0,0,0.0,0.0,no
positive,1,1,0.927524894935943,-0.1,yes
neutral,0,0,0.0,0.15,no
positive,2,2,1.05521412973117,0.0,no
positive,1,1,3.022366339811843,-0.16666666666666666,no
neutral,0,0,-1.019501553892477,-0.35,no
positive,3,3,1.44519921674032,0.8,no
positive,3,3,0.0,0.5,no
neutral,1,1,0.0,0.25,no
positive,1,1,3.47573912884161,0.7,yes
neutral,0,0,0.0,0.0,no
negative,2,2,2.1609805002356213,0.037500000000000006,no
negative,0,0,0.728546610120507,0.125,no
neutral,0,0,1.12939836481468,0.0,no
positive,4,4,3.5714481330125905,0.5833333333333334,no
neutral,0,0,0.554835428911568,0.4000000000000001,no
neutral,1,1,0.966462617774481,0.0,no
positive,0,0,0.617555917504432,-0.1875,no
neutral,0,0,0.0,0.0,no
positive,3,3,0.735803935885698,0.5,no
positive,1,1,-4.267533694631024,0.3666666666666667,no
neutral,2,2,0.0,0.0,no
positive,2,2,0.8437114172507,-0.05,no
objective,0,0,0.0,0.0,no
negative,1,1,0.680720628079802,-0.05555555555555555,no
objective,0,0,1.09262600177811,0.13636363636363635,no
positive,0,0,0.0,0.0,no
positive,2,2,0.0,0.0,no
negative,0,0,0.0,0.43333333333333335,no
negative,2,2,1.36163492162133,0.3,no
positive,0,0,1.67840449351246,0.75,no
objective,1,1,0.0,0.0,no
positive,0,0,0.128867069018432,0.0,no
positive,2,2,0.0,0.0,no
objective,2,2,0.0,0.0,no
neutral,0,0,-0.592887503027689,-0.625,no
positive,1,1,0.0,0.0,no
negative,1,1,0.0,0.0,no
neutral,2,2,0.0,-0.125,yes
neutral,1,1,0.1426980589211,0.0,no
objective,0,0,1.10479786345963,0.0,no
positive,1,1,0.0,0.11111111111111112,no
neutral,0,0,1.21685492614942,0.425,no
negative,1,1,0.0,-0.14027777777777778,no
positive,2,2,2.217677829987733,0.3666666666666667,no
positive,0,0,0.0,0.0,no
positive,1,1,0.927524894935943,-0.2777777777777778,no
neutral,1,1,1.9307161362069172,0.2857142857142857,no
positive,2,2,2.604776008802311,0.3125,no
negative,3,3,1.05023749422614,0.0,yes
neutral,3,3,0.281785813434765,0.45,no
positive,1,1,0.0,0.5,no
negative,2,2,0.0,0.0,no
positive,1,1,0.0,0.0,yes
neutral,0,0,0.779955758806,0.1,no
negative,0,0,0.0,0.0,no
positive,2,2,5.459034335884529,0.7333333333333334,no
positive,2,2,2.80379510730974,0.65,no
negative,1,1,0.7291973633419869,-0.29444444444444445,no
objective,1,1,1.703064337859983,0.05555555555555555,no
neutral,0,0,0.824359799285032,-0.3,no
neutral,1,1,0.0,0.0,no
positive,2,2,2.028513161752761,0.3333333333333333,no
positive,0,0,0.0,0.65,no
objective,1,1,-0.0313522422293234,-0.5,no
positive,3,3,0.0,0.0,no
neutral,1,1,2.032322758395573,-0.2,no
positive,1,1,-2.190224081189733,0.175,no
positive,2,2,0.0,0.13636363636363635,no
positive,1,1,0.0,0.0,no
negative,1,1,0.0,0.0,yes
neutral,0,0,2.04397407463079,0.30000000000000004,no
positive,3,3,0.281785813434765,0.4,no
