@relation opinion
@attribute category {positive,negative,neutral,objective}
@attribute polarity real
@attribute compound real
@data
positive,1.0,0.6696
negative,-0.10000000000000002,0.2263
neutral,0.25,0.4767
objective,0.0,0.5411
positive,-0.15,-0.6892
neutral,0.0,0.3612
positive,0.0,0.0
objective,0.0,0.0
neutral,-0.55,0.3167
negative,0.2,0.0
positive,0.0,0.5242
positive,0.55,0.7184
negative,-0.013095238095238085,0.6341
positive,0.3333333333333333,0.765
negative,-0.4,-0.5719
objective,0.0,0.4574
neutral,0.25,-0.296
positive,0.8,0.5242
neutral,0.0,0.6179
neutral,0.0,-0.4404
neutral,0.024999999999999984,0.5983
positive,0.39999999999999997,0.7419
neutral,0.0,0.0
neutral,-0.6,-0.6597
objective,0.0,0.0
positive,0.16666666666666666,0.4344
negative,0.0,0.0
positive,0.0,0.4199
objective,-0.05,0.0
positive,0.375,0.8655
neutral,-0.2,0.6369
positive,0.0,0.4574
positive,0.7,0.8225
positive,-0.6,-0.9329
neutral,-0.08333333333333333,-0.0516
objective,0.0,0.0
negative,-0.05,-0.8354
positive,0.5,0.9241
objective,0.0,0.0
neutral,0.0,0.0
positive,0.0,0.3612
positive,0.7,0.6476
positive,0.8,0.6892
neutral,0.0,0.0
positive,0.2,0.8002
positive,1.0,0.6597
positive,0.8,0.2023
neutral,0.13636363636363635,0.0
objective,0.16666666666666666,0.0
negative,0.0,-0.4728
objective,0.0,0.0
positive,0.24545454545454545,0.6369
negative,0.0,-0.34
neutral,0.5,-0.5216
neutral,0.25,0.0
objective,0.0,0.0
objective,0.13636363636363635,0.0
positive,0.375,0.717
positive,0.6000000000000001,0.9258
neutral,0.03333333333333333,0.0
neutral,-0.16666666666666666,0.4767
positive,0.5,0.6369
negative,0.13636363636363635,0.4939
objective,0.25,0.7845
neutral,0.11818181818181818,-0.3313
negative,-0.4,-0.2942
neutral,-0.25,-0.645
objective,-0.0625,0.0
positive,0.3333333333333333,0.5994
positive,0.0,0.7351
neutral,0.0,0.3612
positive,0.0,0.0
negative,-0.25,0.4019
negative,0.0,0.1027
objective,0.12878787878787878,-0.3382
positive,0.0,0.0
positive,0.0,0.4404
positive,-0.4,0.2235
neutral,0.16818181818181818,0.0
objective,0.0,0.212
positive,0.25,0.5562
neutral,0.0,0.5423
neutral,-0.4,0.0
objective,0.0,0.0
positive,-0.10833333333333335,0.5574
objective,-0.05,0.0
neutral,0.0,0.0
negative,0.06666666666666667,0.5913
objective,0.13636363636363635,0.0
objective,-0.4,0.0
neutral,-0.11041666666666666,0.3274
negative,-0.625,-0.5413
neutral,0.0,0.4019
positive,-0.14583333333333334,0.0
positive,0.0,0.784
negative,-0.39999999999999997,-0.7845
objective,0.13636363636363635,0.0
objective,0.4,-0.296
negative,0.0,0.4215
positive,0.35,0.7568
objective,0.13636363636363635,0.4588
positive,0.8,0.7592
positive,0.45,0.9262
negative,-0.2318181818181818,-0.3818
neutral,0.0,-0.6124
positive,0.0,0.6808
neutral,-0.02777777777777779,0.0
positive,0.29,0.8122
positive,0.1,0.4588
positive,0.45,0.7564
positive,-0.0625,0.4588
positive,0.0,-0.7269
neutral,0.13333333333333333,-0.4019
positive,0.5,0.09
objective,0.19318181818181818,0.3034
neutral,0.0,0.0
objective,0.0,0.0
positive,0.4,0.6908
negative,0.2666666666666667,0.7562
negative,-0.30000000000000004,-0.4215
objective,0.0,0.0
neutral,0.3166666666666667,0.7777
objective,0.0,0.0
negative,0.7,-0.3412
negative,0.7,-0.3412
negative,0.35,0.694
neutral,0.04999999999999999,0.0
objective,0.4583333333333333,0.2484
neutral,0.0,0.0
negative,-0.10000000000000002,-0.4588
positive,0.21666666666666665,0.5562
negative,0.0,0.0
objective,0.0,0.0
negative,0.0,-0.1779
negative,-0.34375,-0.4215
positive,0.35,0.8619
positive,-0.07777777777777779,0.0
objective,0.0,0.5719
positive,0.0,0.0
positive,0.9,0.8402
positive,0.21818181818181817,0.7712
positive,0.275,0.9333
positive,0.0,0.3612
positive,0.5,0.8221
positive,0.8,0.5719
objective,0.0,0.4939
negative,-0.25,-0.4767
positive,0.0,0.5754
negative,0.4166666666666667,0.0
positive,0.6,0.6486
positive,0.13333333333333333,0.4215
objective,0.3333333333333333,0.5994
negative,0.55,0.7845
neutral,0.0,0.0
objective,0.25,0.5106
positive,0.5,0.34
positive,-0.4,-0.7003
positive,0.25757575757575757,0.8316
neutral,0.0,0.0
positive,0.06666666666666667,0.6705
negative,0.08333333333333333,0.3094
positive,0.4,0.5719
neutral,0.0,0.34
neutral,-0.13333333333333333,0.34
negative,0.2,-0.4966
positive,0.375,0.34
positive,-0.04062499999999994,0.8381
positive,0.425,0.7964
neutral,0.0,0.508
objective,0.06818181818181818,0.0
negative,0.0972222222222222,0.4404
objective,0.0,0.0
positive,0.0,0.3182
objective,0.0,0.0
objective,0.0,0.0
objective,0.0,0.0
positive,0.25,0.7065
neutral,0.43333333333333335,0.5927
neutral,0.0,0.0
positive,-0.05,0.8201
negative,0.2857142857142857,0.0
neutral,-0.4,0.0
positive,0.3333333333333333,0.908
positive,-0.175,-0.0129
neutral,0.0,-0.1027
positive,0.2,0.8555
positive,-0.15625,0.6486
neutral,0.0,0.0
positive,0.0,0.4019
positive,0.3333333333333333,0.636
neutral,0.0,0.0
neutral,0.35,0.0
positive,-0.5,-0.4588
objective,0.0,0.0
objective,-0.03146853146853148,0.4559
positive,0.6,0.4215
positive,-0.2625,0.5093
neutral,0.5,0.5859
neutral,0.2681818181818182,-0.1531
negative,0.0,-0.7589
neutral,0.15000000000000002,0.3612
positive,0.18333333333333332,0.2263
positive,0.43333333333333335,0.9612
neutral,0.0,-0.5983
positive,0.0,0.4559
positive,0.2,0.9044
positive,0.41818181818181815,0.7717
neutral,-0.175,-0.0516
neutral,-0.3499999999999999,-0.4939
neutral,0.0,0.6696
negative,-0.3,-0.6783
positive,0.04166666666666667,-0.4981
neutral,0.8,0.5859
positive,0.17500000000000002,0.6808
positive,0.8,0.4215
neutral,0.0,-0.296
neutral,0.2,0.0
positive,0.5,0.8271
neutral,0.13636363636363635,0.2263
neutral,0.0,0.2732
positive,0.4,0.2023
positive,0.4,0.9287
objective,0.0,0.5983
objective,0.0,-0.2023
neutral,0.25,0.0
positive,0.5,0.8715
objective,0.0,0.3818
positive,0.4,0.6249
positive,0.25,0.6249
negative,-0.2911111111111111,-0.8957
positive,0.1,0.8268
objective,-0.06666666666666667,0.0
positive,0.24851190476190474,0.8507
objective,0.5,0.0
positive,0.0,0.4019
objective,0.2,0.3612
positive,0.5,0.8282
positive,0.0,0.0
objective,0.6,-0.0516
positive,0.28409090909090906,0.9165
neutral,0.13333333333333333,0.4003
objective,0.0,0.0
neutral,0.25,0.4215
positive,0.55,0.9018
positive,0.6,0.4404
positive,0.3020833333333333,0.8478
neutral,-0.2,0.6114
positive,0.225,0.4588
positive,0.0,0.0
positive,0.0,0.0
positive,0.03125,-0.7845
positive,0.4375,0.7049
neutral,0.0,0.0
neutral,0.6,0.5574
positive,0.4,0.6562
positive,0.225,0.7177
positive,-0.4,0.4019
neutral,-0.15000000000000002,0.0
neutral,0.2,0.4588
negative,0.16666666666666666,-0.4767
positive,0.19305555555555556,0.9466
neutral,0.1,0.4574
objective,0.0,0.0
positive,0.1,0.0
positive,-0.2,0.0258
negative,0.04545454545454545,-0.1531
positive,0.22499999999999998,0.6688
positive,0.6,0.5093
neutral,0.0,0.0
positive,0.16666666666666669,0.4574
positive,0.5,0.5093
negative,0.2,-0.1531
neutral,0.375,0.3182
negative,0.3333333333333333,0.7705
positive,0.4583333333333333,0.4767
positive,-0.1,-0.6705
negative,-0.14583333333333334,-0.2398
positive,0.8,0.6696
positive,0.39999999999999997,0.1027
positive,0.3125,0.7778
positive,0.2,0.5972
neutral,-0.30000000000000004,0.0
positive,0.4454545454545455,0.6209
objective,0.0,0.0
neutral,-0.3888888888888889,-0.5719
objective,0.0,0.0
positive,0.0,0.8264
positive,0.0,0.0
positive,-0.05,0.2617
objective,0.0,0.0
neutral,0.8,0.4215
positive,-0.052777777777777785,0.0217
positive,0.3181818181818182,0.7482
positive,0.0,0.6351
positive,0.25,0.4019
objective,0.0,0.0
neutral,-0.3,0.6166
positive,0.0,0.0
neutral,0.0,0.0
positive,0.14285714285714285,0.0
neutral,0.0,0.0
positive,0.0,0.4404
negative,-0.25,0.4404
positive,-0.04768518518518519,0.0516
positive,0.5,0.7096
positive,0.0,0.0
positive,0.5,0.6696
neutral,-0.4,0.0
positive,0.25,0.6988
objective,-0.12222222222222223,0.1779
neutral,0.07142857142857142,0.5423
negative,0.0,0.0
positive,0.8,0.0
neutral,0.0,0.0
positive,0.9,0.5859
objective,0.0,0.0
positive,0.11666666666666665,-0.4199
neutral,0.0,-0.6219
positive,0.7,0.5707
objective,-0.4,0.0
objective,-0.16666666666666666,0.0
positive,0.0,0.5983
neutral,0.3875,0.7184
neutral,0.6,0.0
neutral,0.0,0.0
negative,1.0,0.34
positive,0.13636363636363635,0.0
neutral,0.0,0.4939
positive,0.25,0.4215
positive,0.4,0.8482
neutral,-0.3,0.0
neutral,0.0,0.0
neutral,0.09999999999999999,0.6114
negative,0.0,-0.34
positive,0.15,0.7263
neutral,0.0,0.4824
objective,0.03333333333333333,0.3182
positive,0.0,0.6876
objective,0.0,0.0
positive,-0.03333333333333336,0.5423
objective,0.0,0.0
objective,0.0625,0.0
objective,0.02777777777777778,0.0
positive,0.48750000000000004,0.5046
objective,0.0,0.0
neutral,0.0,0.3182
neutral,0.1,0.0
objective,0.2,0.3612
objective,0.0,0.0
positive,0.5454545454545454,0.7672
positive,0.3,0.8879
neutral,0.0,0.0
negative,0.2,-0.1082
positive,0.8,0.7896
objective,0.0,0.0
positive,-0.26666666666666666,-0.2023
neutral,0.0,0.0
positive,0.35000000000000003,0.7783
negative,-0.03125,-0.4023
positive,0.8,0.5697
negative,-0.2,-0.1406
positive,0.425,0.8374
positive,1.0,0.5719
positive,0.5125000000000001,0.8225
objective,0.0,0.0
neutral,0.0,-0.4767
neutral,-0.29375,0.0
positive,0.0,0.5994
negative,0.0,-0.2732
negative,0.5,-0.7759
positive,0.13636363636363635,0.0
objective,-0.06666666666666668,0.0
positive,0.5,0.7482
neutral,-0.025,0.3612
positive,0.2,0.2724
positive,0.6,0.7263
negative,0.5,0.469
negative,0.05,-0.0334
negative,0.19999999999999998,-0.4588
objective,0.0,0.0
neutral,0.0,0.34
neutral,0.35,0.5719
positive,0.4,-0.1511
neutral,0.0,0.0
negative,-0.3,0.3182
neutral,0.2,0.0
negative,0.0,0.048
positive,0.5,-0.4098
objective,-0.15555555555555559,0.0
negative,-0.6999999999999998,-0.4588
negative,0.4,0.7804
neutral,0.1,0.4019
neutral,0.08333333333333333,0.0
positive,0.75,0.7983
objective,0.0,0.0
neutral,-0.2,0.0
positive,0.2,0.8221
neutral,0.2,0.4588
positive,-0.0666666666666667,-0.3382
objective,0.0,0.0
positive,0.35,0.8016
positive,0.26666666666666666,0.6114
positive,-1.0,-0.7701
positive,0.35,0.4588
positive,0.55,0.7088
objective,0.16666666666666666,0.0
positive,0.5,0.9017
positive,0.0062500000000000056,0.659
negative,-0.05,0.0772
positive,0.3333333333333333,0.9544
objective,0.0,0.0
neutral,0.25,0.0
positive,0.7,0.1027
neutral,0.0,0.6705
positive,-0.15000000000000002,0.4003
neutral,0.0,0.3612
positive,0.3181818181818182,0.7482
neutral,0.35714285714285715,0.5754
negative,0.0,0.0
neutral,0.0,0.0
positive,0.35,0.8459
positive,0.0,0.0
positive,0.5,0.7269
negative,-0.30000000000000004,0.0
positive,0.4840909090909091,0.5719
neutral,-0.05,0.25
positive,1.0,0.7482
neutral,0.0,0.2732
positive,-0.16666666666666666,0.0
negative,-0.36666666666666664,-0.6486
neutral,-0.16666666666666666,0.0
positive,0.7,0.3595
neutral,-0.1,0.0
neutral,0.0,0.4404
positive,0.5,0.6696
neutral,0.0,0.3612
positive,0.2333333333333333,0.6933
objective,0.0,-0.6908
positive,0.22499999999999998,0.7845
objective,0.0,0.0
neutral,0.0,0.3182
positive,0.8,0.4215
objective,0.0,0.0
neutral,-0.05,0.0
neutral,0.12857142857142856,0.4019
neutral,-0.2,0.0
neutral,0.0,0.0
neutral,0.0,0.2732
positive,0.6666666666666666,0.6239
positive,0.39999999999999997,0.0
neutral,0.05,0.296
neutral,0.8,0.5859
objective,0.0,0.0
objective,0.0,0.0
positive,0.16666666666666666,0.7574
positive,0.15,-0.09
positive,-0.15000000000000002,0.5951
positive,0.7,0.4927
neutral,-0.0625,0.0
negative,-0.2,-0.6973
negative,-0.033333333333333354,0.6808
neutral,0.0,-0.1531
objective,-0.1,-0.4069
neutral,0.0,0.0
neutral,0.0,0.34
negative,0.0,-0.5813
neutral,-0.0625,0.5423
neutral,0.0,0.4588
objective,0.0,0.0
positive,0.25,0.8994
neutral,0.06249999999999998,0.4404
positive,0.4666666666666666,0.7717
positive,0.7,0.6808
positive,0.6,0.7717
positive,0.30000000000000004,0.6573
positive,0.0,-0.3612
neutral,0.0,-0.0258
neutral,0.0,0.0
neutral,0.8,0.7783
neutral,0.0,0.3612
negative,-0.1,-0.7184
objective,-0.2,0.0
positive,0.13888888888888887,0.4926
positive,0.4159090909090909,0.8122
neutral,0.0,0.0
neutral,0.2,0.0
neutral,0.8,0.6486
neutral,0.1,0.0
positive,0.25,0.7579
positive,0.25,0.4201
positive,-0.0062500000000000056,0.6351
positive,0.0,0.0
negative,-0.2,-0.4118
positive,0.2215909090909091,0.4927
objective,-0.25,-0.5719
neutral,0.0,0.0
positive,-0.2,-0.2924
neutral,0.0,0.3612
positive,-0.022916666666666655,0.4073
positive,0.25,0.5859
objective,-0.2,0.0
positive,0.011111111111111108,-0.7619
negative,-0.25,0.3182
positive,0.0,0.0
objective,0.13636363636363635,0.0
objective,0.41666666666666663,0.4588
positive,0.5,0.7788
positive,0.0,0.1531
positive,0.35,0.4572
negative,-0.5374999999999999,-0.7584
neutral,0.16666666666666666,0.0
positive,-0.3,0.1139
positive,0.5,0.8885
objective,-0.07777777777777779,0.0
objective,0.0,0.34
neutral,0.0,0.0654
objective,0.25,0.0
positive,0.3,0.4754
positive,0.43333333333333335,0.9508
neutral,-0.14444444444444443,0.0
positive,0.2333333333333333,0.8402
neutral,0.2857142857142857,0.0
negative,0.29545454545454547,0.7717
neutral,0.0,0.0
objective,0.0,0.6166
positive,0.7,0.4927
positive,0.525,0.5673
positive,0.5428571428571429,0.7263
negative,0.17222222222222222,-0.4404
positive,0.6,0.872
neutral,0.027777777777777773,0.0772
negative,0.325,0.5994
positive,0.07500000000000001,0.5106
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.6015
neutral,0.0,0.4939
positive,0.0,0.0
positive,-0.2,-0.3786
negative,0.0,-0.5423
positive,0.23500000000000001,0.8591
negative,0.0,0.7574
positive,0.575,0.6249
positive,0.5583333333333333,0.9114
neutral,0.3,0.6487
neutral,0.25,0.4588
positive,0.7,0.9198
objective,-0.07777777777777779,-0.1531
positive,0.5,0.7959
neutral,0.0,0.0
positive,0.7,0.4404
positive,1.0,0.5719
neutral,0.0,0.0
positive,0.0,-0.4912
neutral,0.4,0.0
neutral,0.5,0.7351
neutral,0.0,0.0
neutral,-0.07777777777777779,0.0
objective,0.43333333333333335,0.4559
objective,-0.08333333333333333,-0.5696
positive,0.375,0.5951
neutral,0.7,0.7964
neutral,0.0,0.0
objective,0.033333333333333326,0.128
positive,0.09166666666666667,0.6249
positive,0.22916666666666666,0.3431
negative,-0.05,-0.2023
neutral,-0.05,0.2732
neutral,-0.2,-0.5574
objective,0.08461538461538462,0.0
neutral,0.0,0.2732
objective,-0.4,0.0
negative,0.5,0.4588
objective,0.0,0.0
positive,0.15555555555555556,0.7352
positive,0.7,0.8316
objective,0.0,0.0
positive,0.7,0.7096
positive,0.0,-0.2244
positive,0.0,-0.2924
positive,0.0,0.4738
positive,0.15,-0.4118
positive,0.5,0.6369
objective,0.11818181818181818,0.0
positive,0.2,0.9044
positive,0.2,0.0
positive,0.2222222222222222,0.9384
positive,0.2,0.7777
neutral,0.0,0.0
positive,-0.16875,-0.7227
negative,0.25,0.0
objective,0.0,0.0
positive,-0.15185185185185188,0.5719
positive,1.0,0.6369
negative,0.8,0.34
neutral,0.0,0.0
positive,-0.4,0.0
neutral,0.1,0.0
positive,0.4800000000000001,0.6808
positive,0.375,0.5719
positive,0.4,0.0516
positive,0.0,0.4359
neutral,0.15000000000000002,0.5267
positive,0.0,0.5147
neutral,-0.16666666666666666,-0.0387
positive,0.35000000000000003,0.7213
positive,1.0,0.5972
positive,0.5,0.6597
neutral,0.6166666666666667,0.7351
positive,0.30833333333333335,0.5789
positive,-0.05000000000000002,0.5972
neutral,0.0,0.0
neutral,-0.4,0.0
positive,0.8,0.7964
negative,0.15,0.0
neutral,-0.1,-0.2023
positive,0.0,0.0
objective,0.45,0.0
positive,0.4,0.8625
neutral,-0.2,0.0
objective,-0.1,0.7525
negative,0.24318181818181817,0.25
positive,0.5,0.2263
objective,0.0,0.0
positive,0.1488888888888889,0.9661
negative,-0.4,-0.5411
positive,0.5,0.504
positive,0.0,0.0516
negative,0.0,-0.4926
neutral,0.0,0.4215
neutral,0.0,0.5574
positive,-0.07777777777777779,0.4574
positive,0.0,0.4926
objective,0.0,0.0
positive,0.1875,0.5067
neutral,0.2,0.5696
neutral,-0.16666666666666666,-0.3182
neutral,0.13636363636363635,0.4939
neutral,0.0,0.0
neutral,0.24675324675324675,0.7096
positive,0.30000000000000004,0.4199
positive,0.17460317460317462,0.7177
objective,0.0,0.0
neutral,0.0,-0.296
positive,-0.4,0.0
positive,0.0,0.0
objective,0.0,0.0
positive,0.75,0.7672
objective,0.06818181818181818,0.0
positive,-0.125,0.7901
neutral,-0.08333333333333333,0.0772
negative,-0.25,0.2144
neutral,0.0,0.0
positive,0.75,0.802
positive,0.0,0.4404
positive,-0.05,0.7845
neutral,0.8,0.8658
objective,0.0,0.0
positive,0.4,0.7269
neutral,-0.15000000000000002,-0.2732
neutral,0.0,0.0
neutral,0.1,0.0
negative,0.04999999999999999,0.0
positive,0.0,0.3182
neutral,0.0,0.0
positive,0.2492063492063492,0.7964
negative,0.0,0.296
positive,0.04999999999999999,0.6369
positive,0.0,0.4019
neutral,0.0,0.0
neutral,-0.08333333333333333,0.3612
positive,0.5,0.743
negative,0.0,0.34
negative,-0.4,-0.5106
neutral,-0.09999999999999999,-0.1027
positive,0.35,0.69
neutral,0.0,0.6486
positive,0.35,0.3182
objective,0.0,0.0
positive,0.375,0.7531
positive,0.125,0.5574
objective,0.09,0.2023
negative,0.0,-0.0516
positive,0.305,0.6369
negative,-0.11666666666666668,-0.6249
objective,0.0,0.508
objective,0.25,0.0
neutral,0.125,0.3612
neutral,0.25,0.4019
positive,0.35,0.3182
positive,-0.038095238095238106,0.0
objective,0.125,0.0
negative,0.15000000000000002,0.5994
negative,0.0,0.0
neutral,0.0,0.0
neutral,0.85,0.636
neutral,0.175,0.4215
neutral,0.06818181818181818,-0.2023
positive,0.24166666666666667,0.6946
negative,0.0,-0.1027
neutral,0.0,0.34
objective,-0.05555555555555555,0.0
positive,0.0,0.5684
negative,0.15000000000000002,-0.582
objective,0.25,0.0
neutral,-0.05555555555555555,0.0
negative,0.0,-0.5574
neutral,0.0,0.296
negative,0.35,-0.3612
neutral,0.0,0.2905
neutral,-0.4,0.4215
negative,-0.025,0.0
neutral,0.0,0.0
positive,0.0,0.3182
negative,0.3,0.6486
positive,0.2,0.0
positive,0.325,0.6361
objective,-0.2,-0.6705
objective,-0.16666666666666666,0.0
positive,0.18148148148148147,0.0258
neutral,0.3,0.4767
objective,0.0,0.0
positive,0.6000000000000001,0.9718
positive,0.3,0.8977
neutral,0.0,0.0
positive,0.0,0.6094
positive,0.2,0.9044
neutral,0.0,-0.4019
neutral,0.1,0.4199
positive,0.125,0.4404
objective,0.0,0.0
neutral,0.2,0.3612
neutral,0.0,0.6908
neutral,0.2174242424242424,0.4939
neutral,0.0,0.4215
negative,-0.45,-0.6239
objective,0.25,0.0
neutral,0.14285714285714285,0.0
objective,0.0,0.0
neutral,-0.16666666666666666,0.0
positive,0.2,0.5574
neutral,0.11666666666666665,0.6988
positive,0.3,0.9182
positive,0.037500000000000006,0.7096
positive,0.475,0.8217
objective,0.21666666666666667,0.0
objective,-0.4,0.0
neutral,0.5,0.6597
neutral,-0.4,0.0
negative,0.22727272727272727,0.6808
neutral,0.0,-0.7579
neutral,0.0,0.0
positive,0.1259259259259259,0.4926
negative,-0.6,-0.4488
positive,0.4375,0.6369
positive,0.5681818181818181,0.8439
neutral,0.0,0.7177
positive,0.09999999999999999,0.6341
neutral,0.08333333333333334,0.0
neutral,0.0,0.0
objective,0.0,0.0
neutral,0.1,0.3612
positive,0.475,0.7845
objective,0.0,0.0
positive,0.0,0.501
neutral,-0.1625,-0.6705
positive,0.4523809523809524,0.6369
positive,0.75,0.9196
positive,0.0,0.6908
neutral,0.0,0.0
neutral,0.0,0.0
neutral,0.0,0.0
neutral,-0.3,-0.2714
positive,-0.09999999999999999,0.7717
negative,0.0,0.0
objective,0.0,0.0
negative,0.125,0.3612
neutral,0.0,0.0
positive,0.6000000000000001,0.824
positive,0.5,0.869
neutral,0.0,0.0
neutral,0.0,0.0
positive,0.0,0.0
positive,0.0,0.4926
negative,0.09999999999999999,-0.6705
positive,0.44999999999999996,0.2596
negative,-0.4,-0.5859
neutral,0.0,-0.296
negative,0.0,-0.6808
neutral,-0.16666666666666666,0.25
positive,-0.016666666666666673,0.5647
neutral,0.16666666666666666,0.0
positive,0.0,0.6124
neutral,0.125,0.0
positive,0.08333333333333334,0.4588
positive,0.44999999999999996,0.6705
positive,0.4000000000000001,0.9059
neutral,0.0,0.0
positive,0.55,0.8402
positive,-0.0045454545454545565,0.0
positive,-0.75,0.2244
neutral,-0.18333333333333335,-0.296
positive,0.20833333333333331,0.7579
positive,0.0,0.0772
neutral,0.3,0.4404
neutral,0.15000000000000002,0.4404
positive,0.2,0.6808
neutral,-0.08333333333333333,0.0
positive,1.0,0.6369
negative,0.0,-0.5259
positive,0.19999999999999998,0.6369
neutral,0.0,-0.4019
negative,0.0,-0.9451
objective,0.02500000000000001,0.0
negative,0.0,0.25
neutral,0.25,0.0
neutral,0.0,0.0
positive,0.3333333333333333,0.8402
positive,0.0,0.3802
positive,0.0,-0.4003
positive,0.0,0.0
negative,-0.4,-0.296
positive,0.0,0.6808
neutral,0.0,0.0
neutral,0.8,0.5411
positive,0.43333333333333335,0.9255
neutral,0.0,0.0
objective,0.13,0.0
neutral,0.0,-0.3182
objective,0.0,0.0
objective,0.0,0.296
objective,0.0,0.0
positive,0.4666666666666667,0.8283
positive,0.25,0.7345
positive,0.0,0.5951
neutral,-0.4,0.0
objective,0.0,0.0
positive,1.0,0.75
neutral,0.16666666666666666,0.8804
neutral,0.5,0.3182
objective,-0.1125,-0.5587
positive,0.0,0.4574
objective,0.375,-0.7096
neutral,0.0,0.6124
positive,0.55,0.9153
negative,0.0,0.2584
objective,0.06818181818181818,0.0
objective,0.0,0.3612
positive,0.0,0.4588
objective,-0.4,0.0
objective,0.0,0.2714
positive,0.35,0.8176
neutral,0.0,-0.4019
neutral,0.13636363636363635,0.296
neutral,0.0,-0.34
positive,0.7,0.5106
neutral,0.5,0.1531
neutral,0.7,0.1531
objective,-0.1,0.0
neutral,0.23333333333333336,0.6486
objective,0.0,0.2732
positive,0.3520833333333333,0.8979
negative,-0.45,-0.4106
neutral,0.11666666666666665,0.3182
positive,0.0,-0.2942
neutral,0.0,0.0
objective,0.0,0.0
neutral,0.09999999999999999,-0.6705
objective,0.06818181818181818,0.7096
negative,-0.02777777777777779,0.0
positive,0.0,0.1862
neutral,0.0,0.2023
neutral,0.0,0.0
positive,-0.125,0.5093
positive,-0.033333333333333326,0.7823
negative,-0.05454545454545454,0.0
positive,0.42,0.8555
positive,0.5,0.9457
neutral,-0.4,0.0
negative,-0.13333333333333333,-0.3903
positive,0.3666666666666667,0.9056
positive,-0.15000000000000002,0.4404
negative,0.22111111111111115,0.3899
neutral,-0.2,-0.5423
negative,-0.015833333333333328,-0.6808
neutral,0.1,0.2942
positive,0.6000000000000001,0.5859
objective,0.0,0.25
positive,0.5151515151515151,0.9437
objective,0.375,0.7184
neutral,0.0,0.5719
neutral,-0.1,-0.6705
positive,0.75,0.872
positive,0.09999999999999998,0.8646
objective,-0.06818181818181818,0.0
neutral,-0.15555555555555559,0.8209
objective,-0.4,0.0
neutral,0.0,-0.0772
positive,-0.023809523809523805,0.4767
neutral,0.0,0.0
neutral,0.0,0.0
objective,0.0,0.6696
positive,0.625,0.9454
positive,0.5,0.0
positive,-0.16666666666666666,0.0
positive,0.3333333333333333,0.7243
positive,0.30000000000000004,0.8555
negative,-0.033333333333333326,0.0
neutral,0.0,-0.2411
neutral,0.0,0.2732
positive,-0.2,0.3612
neutral,0.5,0.6696
negative,-0.4,0.0
objective,0.16666666666666666,-0.3818
objective,-0.07777777777777779,0.0
positive,0.30000000000000004,0.807
neutral,0.125,-0.296
positive,0.35,0.7345
neutral,0.2857142857142857,0.0
positive,-0.4,0.2023
objective,0.0,-0.5514
positive,0.2714285714285714,0.4019
objective,0.2857142857142857,0.0
positive,0.0,0.5696
positive,0.13636363636363635,0.4588
objective,0.13636363636363635,0.0
neutral,0.4166666666666667,-0.128
positive,0.0,0.0
negative,0.0,0.0
objective,0.25,0.0
negative,0.27499999999999997,0.7964
neutral,-0.13333333333333333,0.0
neutral,-0.15,0.0
positive,0.0,-0.5109
positive,0.4,0.4939
positive,0.3333333333333333,0.5859
positive,0.0,0.0
positive,0.375,0.6597
neutral,0.0,0.4939
positive,0.0,0.0
neutral,0.0,0.4724
objective,0.0,0.0
negative,0.0,0.2714
neutral,0.0,0.34
neutral,0.0,0.0
positive,0.39999999999999997,0.6908
positive,0.5,-0.5076
objective,0.0,0.4824
objective,0.0,0.0
objective,0.0,0.0
objective,-0.4,0.0
positive,-0.125,-0.0516
positive,0.0,0.0
objective,0.0,0.4588
positive,0.32708333333333334,0.743
positive,0.8,0.6249
neutral,0.0,0.0
positive,0.5,0.594
positive,0.10892857142857142,0.34
neutral,0.09999999999999999,-0.6705
positive,0.0,0.0
neutral,0.0,0.0
objective,-0.4,0.0
neutral,-0.16666666666666666,0.0
neutral,0.4875,0.6114
positive,0.16666666666666666,0.4215
neutral,-0.4,0.0
neutral,0.0,0.4939
neutral,0.5,-0.5859
positive,0.5533333333333333,0.8689
neutral,0.17222222222222222,0.1511
negative,0.0,-0.4047
neutral,0.04015151515151513,-0.1027
positive,0.0,0.0
positive,0.2,0.3612
positive,-0.06666666666666667,0.8741
objective,0.0,0.0
neutral,0.016666666666666677,-0.3182
positive,0.13333333333333333,0.541
positive,-0.18888888888888888,0.2481
neutral,0.0,0.5859
negative,0.6499999999999999,0.658
positive,0.0,0.8482
negative,0.3125,0.5574
neutral,-0.1,0.0
positive,0.25,0.5963
neutral,0.1,0.0
objective,0.2681818181818182,0.0
negative,0.0,0.0
neutral,0.0,0.0
positive,0.0,0.0
objective,0.4,0.0
neutral,0.05,0.6784
negative,-0.4,-0.5423
neutral,0.325,0.5106
neutral,0.13636363636363635,0.7003
neutral,0.0,0.0
objective,0.75,0.5719
positive,0.0,0.0
positive,0.375,0.5068
negative,0.0,-0.4003
neutral,-0.4,0.0
neutral,0.0,0.0772
positive,-0.4,0.6705
positive,0.0,0.471
negative,-0.06666666666666667,-0.7684
positive,0.0,0.3382
neutral,-0.1,-0.4019
objective,0.0,0.0
neutral,0.0,0.4939
positive,-0.2,0.5994
objective,0.0,0.0
objective,-0.15,0.0
neutral,0.0,0.34
negative,0.02777777777777778,0.4404
